# X Y Ux Uy Magnitude
660.764 251.163 0.655972 -0.0930017 0.662532
675.609 268.725 0.671155 -0.0996951 0.678519
651.773 257.156 0.647335 -0.0947457 0.654232
678.262 280.635 0.674058 -0.103684 0.681986
666.568 275.416 0.662331 -0.101384 0.670045
657.696 282.323 0.653604 -0.103334 0.661722
654.937 269.8 0.650665 -0.0991017 0.658169
660.009 294.751 0.656113 -0.107431 0.66485
649.011 289.396 0.645028 -0.105487 0.653597
643.189 263.766 0.638944 -0.0969299 0.646255
680.907 293.156 0.676911 -0.107786 0.685439
683.514 305.9 0.679689 -0.111872 0.688834
671.386 300.214 0.667547 -0.109555 0.676477
686.292 318.812 0.682597 -0.115941 0.692374
661.545 307 0.657856 -0.111352 0.667213
635.487 271.246 0.631319 -0.0995417 0.639118
638.773 284.42 0.634705 -0.103847 0.643144
628.204 279.149 0.624075 -0.102332 0.63241
641.563 297.242 0.637713 -0.10798 0.64679
622.532 288.175 0.618483 -0.105403 0.6274
751.917 391.356 0.747571 -0.141038 0.760759
759.455 383.818 0.755166 -0.138874 0.767829
751.909 374.636 0.747708 -0.135859 0.759951
765.529 374.944 0.761286 -0.136286 0.773389
738.835 374.904 0.734664 -0.13545 0.747047
744.595 365.574 0.740472 -0.132842 0.752293
771.142 365.81 0.766915 -0.13366 0.778475
737.189 356.269 0.733139 -0.129724 0.744528
749.827 355.718 0.74572 -0.130076 0.75698
754.717 345.581 0.750585 -0.127248 0.761295
762.673 355.621 0.758508 -0.130459 0.769646
747.242 335.391 0.743116 -0.123967 0.753385
759.276 335.283 0.755068 -0.1244 0.765247
775.649 355.943 0.771415 -0.13085 0.782434
724.748 357.214 0.720767 -0.129401 0.732291
729.59 346.691 0.725606 -0.126501 0.736551
721.43 336.011 0.717501 -0.122915 0.727953
734.495 335.641 0.730461 -0.123465 0.740822
708.08 336.275 0.704275 -0.122281 0.714812
779.495 345.857 0.775223 -0.128013 0.785722
770.838 335.382 0.766556 -0.124795 0.776648
782.679 335.593 0.778322 -0.125152 0.78832
680.114 407.745 0.676318 -0.140851 0.690829
690.707 408.938 0.686605 -0.142215 0.701178
693.177 397.448 0.689167 -0.139194 0.703084
701.434 408.213 0.697128 -0.143066 0.711656
684.789 387.546 0.681108 -0.135751 0.694505
695.71 386.242 0.691798 -0.136188 0.705076
712.078 406.92 0.707652 -0.14366 0.722087
698.429 374.768 0.694598 -0.133057 0.707227
706.726 384.112 0.702667 -0.136366 0.715777
717.697 381.522 0.71356 -0.136327 0.726466
714.752 393.971 0.710478 -0.139911 0.724123
721.058 369.268 0.717022 -0.132824 0.72922
728.503 378.528 0.724335 -0.136051 0.737001
722.616 404.281 0.71815 -0.143685 0.732383
689.741 366.135 0.686136 -0.130028 0.698348
701.442 362.671 0.697662 -0.12971 0.709618
704.727 349.845 0.700959 -0.126119 0.712214
713.391 359.783 0.709489 -0.129549 0.72122
695.827 339.221 0.692163 -0.122507 0.702921
732.879 400.957 0.728428 -0.143294 0.742388
735.655 387.639 0.731366 -0.13924 0.744503
742.891 397.028 0.738486 -0.142524 0.752113
619.012 298.237 0.61517 -0.108633 0.624688
629.827 303.201 0.626119 -0.109942 0.635699
617.447 308.835 0.613962 -0.111875 0.624072
640.369 308.196 0.636778 -0.11143 0.646454
616.482 319.618 0.613475 -0.115078 0.624175
651 313.447 0.64749 -0.113138 0.6573
639.822 319.424 0.636556 -0.114868 0.646837
639.694 330.707 0.636783 -0.118223 0.647664
628.275 325.034 0.625346 -0.116557 0.636116
650.716 336.736 0.647759 -0.120104 0.658799
639.951 341.908 0.637379 -0.121454 0.648848
616.268 330.464 0.613802 -0.118221 0.625083
662.115 319.113 0.658639 -0.115105 0.668621
673.744 325.15 0.670243 -0.117311 0.680432
661.871 331.331 0.658612 -0.118767 0.669235
685.922 331.316 0.68234 -0.119674 0.692755
661.152 343.295 0.658095 -0.122237 0.669351
617.34 341.149 0.615386 -0.121243 0.627216
629.664 346.811 0.627559 -0.122788 0.639459
619.012 351.763 0.617492 -0.124176 0.629853
641.301 352.695 0.638979 -0.124479 0.650991
622.532 361.825 0.621241 -0.126881 0.634066
628.204 370.851 0.626847 -0.129238 0.640031
638.745 365.561 0.636792 -0.127916 0.649513
635.47 378.754 0.633848 -0.131294 0.647303
649.115 360.496 0.646663 -0.126735 0.658965
643.185 386.247 0.641195 -0.133285 0.654902
659.763 355.516 0.656897 -0.125652 0.668806
657.614 367.92 0.65492 -0.12897 0.667498
666.461 374.998 0.663455 -0.131228 0.676309
654.894 380.395 0.65234 -0.132154 0.665592
678.078 370.252 0.674725 -0.130529 0.687235
675.53 381.616 0.672184 -0.133504 0.685313
651.738 392.906 0.64929 -0.135186 0.663214
670.997 350.457 0.667796 -0.124626 0.679325
683.134 345.036 0.679668 -0.123589 0.690813
680.743 358.113 0.67735 -0.127247 0.689198
660.735 398.873 0.657805 -0.137094 0.67194
672.876 392.781 0.669514 -0.136316 0.68325
670.052 404.224 0.666663 -0.139071 0.681014
744.939 552 0.745949 -0.204424 0.773452
698.688 574.313 0.702242 -0.207255 0.732187
733.599 601.499 0.737252 -0.216047 0.768256
776.516 591.799 0.777589 -0.217719 0.807494
699.024 529.963 0.699613 -0.195041 0.726292
795.702 552.153 0.795385 -0.209359 0.822477
776.731 512.432 0.776068 -0.196573 0.800577
733.758 502.649 0.73324 -0.189408 0.757308
680.754 582.939 0.685517 -0.208713 0.716586
694.775 598.1 0.700025 -0.213287 0.731797
716.594 587.778 0.720308 -0.21165 0.750759
711.221 611.208 0.716441 -0.217112 0.748615
721.888 563.13 0.724038 -0.205642 0.752676
738.868 578.667 0.741182 -0.210866 0.770594
729.133 621.52 0.734004 -0.220417 0.766385
749.718 619.911 0.753555 -0.22164 0.785474
755.305 596.878 0.757663 -0.216747 0.788056
770.186 615.299 0.772643 -0.222605 0.804071
762.369 573.811 0.763545 -0.211719 0.792355
789.46 607.751 0.790348 -0.223224 0.821266
680.754 521.061 0.680768 -0.191511 0.707193
677.679 541.515 0.679183 -0.19711 0.707207
699.301 551.967 0.701299 -0.201252 0.729604
677.682 562.538 0.680901 -0.202941 0.710501
720.716 540.328 0.7217 -0.199353 0.748728
801.067 590.686 0.80091 -0.220317 0.83066
786.533 572.007 0.786737 -0.213752 0.815257
810.129 571.793 0.809551 -0.216172 0.837916
772.948 552.007 0.773213 -0.207034 0.80045
816.308 552 0.815563 -0.211255 0.842479
810.189 532.286 0.809326 -0.205304 0.83496
786.501 532.055 0.786072 -0.202963 0.811852
801.081 513.417 0.799989 -0.199349 0.824453
762.354 530.303 0.762339 -0.200075 0.788157
789.46 496.249 0.788182 -0.193545 0.811598
729.133 482.48 0.728122 -0.182804 0.750719
711.258 492.921 0.710329 -0.184665 0.733941
716.416 516.21 0.716323 -0.192098 0.741634
694.83 506.007 0.69416 -0.187771 0.719107
738.976 525.681 0.739149 -0.196613 0.764852
770.229 488.778 0.769132 -0.189259 0.792075
755.341 507.279 0.754844 -0.192866 0.779094
749.775 484.145 0.748793 -0.185491 0.771426
671.843 587.23 0.677217 -0.209475 0.708874
677.269 595.866 0.683045 -0.212093 0.715216
687.324 590.822 0.692403 -0.21111 0.723871
684.214 603.42 0.690211 -0.214363 0.722733
689.655 578.644 0.693808 -0.207968 0.724307
697.256 585.965 0.70164 -0.210243 0.732462
691.53 610.611 0.697625 -0.216417 0.730423
707.805 580.906 0.711467 -0.209438 0.741653
705.528 592.884 0.710011 -0.212378 0.741094
713.944 599.651 0.718435 -0.214442 0.749756
702.796 604.901 0.708087 -0.215275 0.740088
725.075 594.878 0.728795 -0.213895 0.759535
722.448 606.257 0.726881 -0.216469 0.758429
699.779 616.954 0.705802 -0.218165 0.73875
709.523 569.082 0.712391 -0.206453 0.741704
719.199 575.453 0.722115 -0.208683 0.751664
730.501 570.531 0.732752 -0.208169 0.761747
727.732 583.035 0.730719 -0.21115 0.760615
733.413 557.565 0.734959 -0.204986 0.76301
741.904 565.333 0.743526 -0.207699 0.77199
736.166 590.849 0.739171 -0.213672 0.769435
708.383 622.662 0.714243 -0.219731 0.747278
719.976 616.825 0.725046 -0.218819 0.757347
717.305 627.794 0.722981 -0.221228 0.756071
731.366 611.51 0.735629 -0.218249 0.767322
726.932 631.162 0.732392 -0.222485 0.76544
737.066 632.304 0.7422 -0.223482 0.775116
739.396 621.175 0.743788 -0.221086 0.775951
747.285 631.511 0.751942 -0.224119 0.784632
741.811 610.294 0.745506 -0.218743 0.776935
757.479 630.162 0.761594 -0.224679 0.794044
744.426 599.277 0.74744 -0.216355 0.778124
752.36 608.393 0.755424 -0.219199 0.786584
762.868 606.057 0.765252 -0.219669 0.796156
760.031 617.938 0.763221 -0.222135 0.794891
766.108 594.463 0.767811 -0.21724 0.797952
773.22 603.372 0.774897 -0.220159 0.805565
767.575 627.808 0.771011 -0.225147 0.803212
747.316 587.751 0.749664 -0.213815 0.779559
750.474 575.637 0.75219 -0.211073 0.781244
758.751 585.326 0.760473 -0.214263 0.790081
753.634 562.934 0.754778 -0.208088 0.782937
769.985 583.344 0.771122 -0.214902 0.800507
777.397 624.668 0.780034 -0.225614 0.812007
780.026 611.951 0.7817 -0.223008 0.812888
786.991 620.909 0.788746 -0.226042 0.820497
782.988 599.775 0.783967 -0.220445 0.814371
795.626 615.483 0.796471 -0.225972 0.827907
671.843 516.77 0.67154 -0.189852 0.697861
668.475 526.396 0.668835 -0.192353 0.695945
678.742 531.161 0.67945 -0.194268 0.706677
666.908 536.562 0.668083 -0.195067 0.695978
689.889 525.512 0.690211 -0.193258 0.716757
688.74 535.914 0.689751 -0.196164 0.717103
665.869 546.769 0.667932 -0.197815 0.696609
699.117 540.898 0.700384 -0.198158 0.727877
688.438 546.636 0.690222 -0.199158 0.718381
688.416 557.473 0.691014 -0.202156 0.719978
677.378 552.05 0.679738 -0.200022 0.708557
699.188 563.101 0.701953 -0.204282 0.731075
688.607 568.223 0.692017 -0.205103 0.721772
666.052 557.156 0.669035 -0.200706 0.698492
709.189 534.761 0.710003 -0.197021 0.736833
710.009 546.147 0.711462 -0.200276 0.739114
721.575 551.814 0.72313 -0.202585 0.750971
710.594 557.549 0.71272 -0.203437 0.741186
732.828 546.164 0.733879 -0.201858 0.761134
666.932 567.442 0.670804 -0.203632 0.701031
678.704 572.885 0.68274 -0.20585 0.713098
668.475 577.604 0.67317 -0.206576 0.704153
802.838 608.272 0.802924 -0.225154 0.833895
795.592 599.522 0.795865 -0.221952 0.826235
808.641 599.8 0.808217 -0.223663 0.838594
788.58 590.878 0.789025 -0.218885 0.818823
814.008 591.067 0.813276 -0.221901 0.843005
781.639 582.024 0.78222 -0.215826 0.811448
793.68 581.459 0.793737 -0.217028 0.822873
798.348 571.774 0.798137 -0.214953 0.826576
805.913 581.388 0.805488 -0.218366 0.834563
791.309 562.02 0.791222 -0.21159 0.819026
802.525 561.973 0.802126 -0.212718 0.829853
818.322 581.641 0.817461 -0.219716 0.846473
774.54 572.655 0.775207 -0.21265 0.803844
767.071 562.591 0.76776 -0.209268 0.795769
779.682 562.111 0.779953 -0.210413 0.807836
759.252 552.03 0.759887 -0.205713 0.78724
785.026 552.065 0.784973 -0.208264 0.81213
821.994 571.987 0.821098 -0.217334 0.849374
813.67 561.997 0.813001 -0.213795 0.840642
825.056 562.134 0.824158 -0.214814 0.851693
806.005 552.077 0.805458 -0.210339 0.832469
826.198 552 0.825297 -0.212068 0.852107
825.056 541.866 0.824098 -0.209177 0.850231
813.684 542.072 0.812901 -0.208289 0.839161
822.045 532.046 0.820987 -0.206259 0.8465
802.537 542.169 0.801956 -0.207294 0.828314
818.564 522.403 0.817359 -0.203374 0.842281
791.284 542.102 0.79093 -0.206182 0.817363
798.36 532.324 0.797709 -0.204205 0.823432
793.705 522.633 0.792957 -0.20111 0.818062
805.945 522.7 0.804972 -0.202316 0.830007
781.672 522.081 0.781134 -0.199743 0.806268
788.669 513.22 0.787812 -0.19804 0.812322
813.885 513.155 0.812532 -0.200499 0.836904
779.54 541.838 0.779438 -0.204939 0.80593
767.031 541.447 0.7672 -0.203595 0.793755
774.448 531.352 0.774238 -0.201562 0.800044
753.646 541.151 0.754093 -0.202247 0.780744
769.985 520.817 0.769619 -0.198198 0.79473
808.63 504.263 0.807137 -0.197658 0.830986
795.632 504.535 0.794431 -0.196418 0.818352
802.838 495.728 0.801232 -0.194835 0.824581
783.095 504.341 0.782139 -0.195033 0.806089
795.626 488.517 0.794005 -0.192184 0.816933
726.932 472.838 0.725734 -0.179554 0.747616
717.305 476.206 0.716091 -0.179789 0.738316
720.021 487.305 0.719047 -0.183531 0.742099
708.395 481.358 0.707166 -0.180835 0.729921
731.445 492.565 0.730665 -0.186139 0.754002
722.589 498.212 0.721908 -0.187119 0.745765
699.767 486.908 0.698533 -0.182141 0.721889
725.108 509.317 0.724778 -0.190683 0.749442
713.944 504.516 0.713398 -0.188416 0.73786
705.46 511.212 0.705109 -0.189905 0.730235
702.832 499.225 0.701995 -0.186119 0.726249
707.637 523.083 0.707844 -0.193553 0.73383
697.294 518.143 0.697222 -0.191505 0.723044
691.78 493.533 0.690607 -0.183855 0.714661
736.225 513.334 0.736014 -0.192798 0.760847
727.715 520.983 0.727797 -0.194334 0.753296
730.135 533.368 0.730688 -0.198082 0.757061
718.633 528.147 0.719055 -0.195744 0.745222
741.957 538.841 0.742552 -0.200575 0.769164
684.273 500.621 0.683245 -0.18571 0.708034
687.385 513.246 0.686988 -0.189567 0.712663
677.269 508.134 0.676506 -0.18764 0.702046
786.991 483.091 0.785431 -0.189745 0.808026
780.056 492.127 0.77887 -0.191354 0.802032
777.434 479.334 0.775977 -0.187537 0.798317
773.192 500.917 0.772328 -0.192994 0.796076
767.722 476.051 0.766358 -0.185366 0.788457
766.147 509.732 0.765585 -0.194697 0.789954
762.895 498.094 0.762108 -0.191045 0.785689
752.387 495.708 0.751643 -0.189196 0.775089
760.075 486.148 0.759052 -0.18729 0.781817
744.493 504.861 0.744012 -0.191071 0.768154
741.865 493.767 0.741121 -0.187513 0.764475
757.57 473.953 0.756299 -0.183437 0.778227
758.741 518.854 0.758492 -0.196512 0.783535
750.509 528.543 0.750634 -0.198454 0.776425
747.381 516.425 0.747191 -0.194714 0.772145
747.34 472.504 0.746128 -0.181708 0.767936
739.435 482.849 0.738457 -0.183951 0.761023
737.066 471.696 0.735872 -0.180246 0.757625
469.959 279.948 0.466779 -0.101176 0.477618
420.248 256.052 0.418063 -0.0935097 0.428393
420.798 303.575 0.41981 -0.105869 0.432953
457.684 333.119 0.455518 -0.114991 0.469808
457.716 226.634 0.454546 -0.0863586 0.462677
503.826 322.68 0.500056 -0.113832 0.512849
524.477 280.148 0.519748 -0.101543 0.529575
503.914 237.51 0.499445 -0.0904626 0.507571
400.994 246.768 0.399015 -0.0906064 0.409173
397.652 268.696 0.396563 -0.09604 0.408027
420.932 280.106 0.419351 -0.0998164 0.431066
397.658 291.285 0.397324 -0.101793 0.410156
445.176 268.046 0.442574 -0.0973431 0.453153
443.5 292.709 0.441361 -0.10384 0.453411
400.994 313.232 0.40116 -0.107586 0.415336
416.13 329.441 0.415991 -0.112277 0.430877
439.214 318.707 0.437706 -0.110448 0.451425
433.711 343.541 0.432962 -0.116473 0.448355
463.316 309.192 0.460664 -0.10888 0.473356
452.957 354.671 0.451326 -0.120229 0.467065
452.957 205.329 0.449955 -0.0801539 0.457039
433.721 216.445 0.43079 -0.0828876 0.438692
439.424 241.601 0.436589 -0.0900417 0.445777
416.068 230.526 0.4134 -0.0866204 0.422378
463.539 251.791 0.460301 -0.0934172 0.469684
475.06 352.99 0.472281 -0.1213 0.48761
481.013 328.276 0.477871 -0.11477 0.491459
496.994 347.948 0.493374 -0.12114 0.508029
488.71 303.475 0.485198 -0.108034 0.49708
517.754 339.881 0.513698 -0.119202 0.527347
530.211 321.541 0.526053 -0.113444 0.538146
514.542 301.494 0.510416 -0.107687 0.521652
539.957 301.256 0.535421 -0.107182 0.546044
499.842 280.043 0.495798 -0.101655 0.506112
546.591 280 0.541259 -0.100961 0.550595
517.754 220.119 0.512779 -0.0862947 0.519989
497.016 212.1 0.493018 -0.083959 0.500115
480.913 232.028 0.477237 -0.08856 0.485385
475.025 207.069 0.471698 -0.0816512 0.478713
488.067 257.316 0.484181 -0.0954145 0.493493
539.986 258.848 0.534193 -0.0954601 0.542656
514.48 258.735 0.509703 -0.095917 0.518649
530.179 238.569 0.524524 -0.0905673 0.532286
391.423 242.159 0.389531 -0.0891539 0.399603
387.805 252.499 0.386432 -0.0915548 0.397129
398.774 257.565 0.397245 -0.0932667 0.408047
386.112 263.39 0.385249 -0.0941739 0.396592
410.562 251.366 0.408489 -0.0920407 0.41873
409.504 262.652 0.407809 -0.0949277 0.418712
384.973 274.349 0.38459 -0.0968579 0.396599
420.817 268.123 0.418928 -0.0966926 0.429942
409.234 274.232 0.407908 -0.0978982 0.419492
409.187 285.831 0.408211 -0.100875 0.42049
397.312 279.986 0.396629 -0.0988921 0.408771
420.65 291.982 0.419382 -0.10288 0.431816
409.335 297.397 0.408684 -0.103849 0.421672
385.171 285.524 0.38518 -0.0997042 0.397875
431.898 261.648 0.429542 -0.0952874 0.439984
433.026 274.04 0.430894 -0.0986023 0.442031
444.729 280.234 0.442336 -0.10058 0.453627
432.374 286.283 0.430522 -0.101796 0.442393
457.567 273.997 0.454692 -0.0992649 0.465401
456.729 286.329 0.454034 -0.102549 0.465471
431.461 298.598 0.429905 -0.10497 0.442534
386.139 296.572 0.386461 -0.102596 0.399848
398.804 302.398 0.398756 -0.1047 0.412273
387.805 307.501 0.388387 -0.105524 0.402467
410.896 308.403 0.410476 -0.106733 0.424125
391.423 317.841 0.392152 -0.108394 0.406857
397.251 327.116 0.397961 -0.111021 0.413157
408.157 321.62 0.408208 -0.110004 0.42277
404.76 335.166 0.405345 -0.113338 0.420892
418.911 316.361 0.418315 -0.109066 0.432299
412.72 342.823 0.413114 -0.115513 0.42896
429.914 311.179 0.428688 -0.108157 0.442122
427.573 323.946 0.426728 -0.111321 0.441009
436.571 331.206 0.43542 -0.11352 0.449975
424.694 336.78 0.424288 -0.114431 0.439448
448.477 326.162 0.446654 -0.112754 0.460666
445.759 338.101 0.444253 -0.115678 0.459066
421.457 349.725 0.421553 -0.117498 0.437622
441.528 305.887 0.439694 -0.107221 0.452578
453.816 300.426 0.451411 -0.106216 0.463739
451.223 313.866 0.449105 -0.109669 0.462302
466.6 294.573 0.463679 -0.105044 0.475429
460.411 321.972 0.458005 -0.11218 0.471543
430.672 355.871 0.43038 -0.119343 0.44662
443.112 349.562 0.441952 -0.118405 0.457538
440.254 361.409 0.439508 -0.12113 0.455895
455.321 343.895 0.453402 -0.117651 0.468417
450.593 365.027 0.449297 -0.122609 0.465726
450.593 194.973 0.447703 -0.0770428 0.454284
440.254 198.591 0.437396 -0.0777936 0.44426
443.128 210.404 0.440161 -0.0813245 0.447611
430.667 204.083 0.427793 -0.0792797 0.435077
455.336 215.981 0.452238 -0.0832885 0.459844
445.831 221.983 0.442811 -0.084711 0.450841
421.4 210.046 0.418528 -0.0809802 0.42629
448.595 234.034 0.445564 -0.0881641 0.454203
436.626 228.91 0.433716 -0.0864639 0.44225
427.51 236.149 0.424784 -0.0883098 0.433866
424.673 223.247 0.421828 -0.0847061 0.430249
429.999 248.964 0.427442 -0.0918424 0.437197
418.612 243.508 0.416163 -0.0901435 0.425814
412.8 217.155 0.409994 -0.0829778 0.418306
460.494 238.383 0.457273 -0.0896848 0.465985
451.481 246.696 0.448475 -0.0917264 0.457759
454.469 260.204 0.45152 -0.0954711 0.461503
442.3 254.823 0.439576 -0.0937132 0.449454
466.749 265.87 0.463529 -0.0972996 0.473631
404.752 224.783 0.402121 -0.0850045 0.411008
408.064 238.314 0.405684 -0.0885808 0.415243
397.251 232.884 0.394926 -0.0869971 0.404394
461.478 366.254 0.459581 -0.123761 0.475953
463.974 354.309 0.461743 -0.120882 0.477304
472.479 365.454 0.469982 -0.124479 0.486187
466.537 342.633 0.464056 -0.117972 0.478816
483.407 364.113 0.480376 -0.125014 0.496376
469.324 330.874 0.46663 -0.114964 0.480583
477.862 340.608 0.474885 -0.11806 0.48934
489.122 338.042 0.485742 -0.117886 0.499842
486.114 350.833 0.482866 -0.121411 0.497896
492.598 325.599 0.489098 -0.114422 0.502304
500.149 334.986 0.496463 -0.117395 0.510155
494.211 361.423 0.490712 -0.125008 0.506384
472.437 318.639 0.469538 -0.111769 0.482657
475.886 305.627 0.47277 -0.108317 0.48502
484.736 315.896 0.481418 -0.111425 0.494145
479.519 291.988 0.476171 -0.104663 0.487538
496.75 313.656 0.493101 -0.111079 0.505458
504.777 358.041 0.500904 -0.124546 0.516155
507.592 344.36 0.503704 -0.12043 0.517901
515.102 354.015 0.510966 -0.123597 0.525702
510.79 331.281 0.506889 -0.116503 0.520106
524.377 348.187 0.520124 -0.121804 0.534196
532.123 340.441 0.527873 -0.119237 0.541172
524.333 331.029 0.520239 -0.116434 0.533109
538.353 331.336 0.534131 -0.116227 0.54663
516.787 321.734 0.512789 -0.113644 0.525231
544.119 321.955 0.539858 -0.113167 0.551592
509.307 312.239 0.505384 -0.110812 0.51739
522.257 311.633 0.518119 -0.110594 0.529791
527.278 301.233 0.522925 -0.107471 0.533855
535.419 311.557 0.531123 -0.110329 0.542461
519.684 290.759 0.515287 -0.104578 0.525792
531.81 290.701 0.527155 -0.104357 0.537385
548.752 311.833 0.544347 -0.109982 0.555346
501.664 302.2 0.497817 -0.107861 0.509368
493.616 291.434 0.489865 -0.104749 0.50094
507.06 290.902 0.50296 -0.104686 0.513739
484.9 279.996 0.481283 -0.101482 0.491865
512.918 280.098 0.508508 -0.101663 0.51857
552.699 301.465 0.548016 -0.106826 0.558331
543.767 290.732 0.538879 -0.104052 0.548833
555.987 290.885 0.550886 -0.103707 0.560562
535.534 280.074 0.530503 -0.101291 0.540086
557.214 280 0.551597 -0.10063 0.560701
524.377 211.813 0.519173 -0.0843356 0.525978
515.102 205.985 0.510434 -0.0829962 0.517138
507.6 215.699 0.50314 -0.085137 0.510293
504.808 201.952 0.500647 -0.0817943 0.507284
510.834 228.815 0.50611 -0.0883582 0.513765
500.16 225.16 0.495906 -0.0872988 0.503531
494.37 198.424 0.490628 -0.0804529 0.497181
492.522 234.712 0.48848 -0.0895614 0.496623
489.077 222.121 0.485236 -0.0862202 0.492836
477.773 219.481 0.474265 -0.0851141 0.481842
486.079 209.247 0.482463 -0.0827736 0.489512
469.261 229.259 0.465877 -0.0874518 0.474014
466.484 217.265 0.463222 -0.0840631 0.470788
483.458 196.153 0.480048 -0.079219 0.486541
496.593 246.737 0.492394 -0.0927454 0.501052
484.471 244.713 0.480662 -0.0920074 0.489389
475.692 255.04 0.472156 -0.094578 0.481535
472.373 241.884 0.468893 -0.0909613 0.477635
479.013 268.632 0.475468 -0.0983016 0.485523
472.478 194.596 0.469312 -0.0780945 0.475765
463.96 205.665 0.460833 -0.0807184 0.467848
461.478 193.746 0.458483 -0.0771993 0.464937
555.987 269.115 0.549932 -0.0976821 0.55854
543.755 269.342 0.538133 -0.0981377 0.547008
552.742 258.573 0.546398 -0.0949624 0.554589
531.777 269.465 0.526571 -0.0984926 0.535703
548.995 248.219 0.542522 -0.0923915 0.550333
519.657 269.453 0.514859 -0.0987055 0.524235
527.252 258.928 0.521984 -0.0957981 0.530701
522.219 248.506 0.517015 -0.0931989 0.525348
535.396 248.559 0.52959 -0.0929363 0.537683
509.246 248.006 0.50458 -0.0931573 0.513108
516.802 238.37 0.511786 -0.0907084 0.519762
543.959 238.289 0.537587 -0.0900628 0.545079
507.037 269.342 0.502648 -0.0987617 0.512258
493.388 268.917 0.489419 -0.0985845 0.499249
501.468 258.175 0.497152 -0.0957806 0.506294
538.324 228.728 0.532227 -0.0879284 0.539441
524.344 229.017 0.518978 -0.0883534 0.526445
532.123 219.559 0.526419 -0.0859564 0.53339
160.038 347.209 0.159586 -0.124454 0.202377
196.482 392.831 0.194838 -0.134901 0.236981
218.663 347.145 0.21475 -0.122954 0.247458
147.1 403.842 0.148396 -0.140066 0.204058
196.325 301.684 0.193352 -0.111908 0.223401
107.67 372.27 0.109747 -0.131509 0.171286
147.242 290.471 0.147123 -0.110639 0.184082
107.605 321.848 0.109514 -0.11714 0.160359
210.792 410.692 0.208668 -0.138839 0.250636
224.105 391.252 0.220607 -0.134353 0.258299
207.135 369.957 0.204272 -0.12907 0.241632
234.503 369.599 0.230005 -0.128935 0.263679
179.486 371.659 0.178387 -0.130178 0.220835
189.619 347.249 0.187409 -0.123723 0.224565
241.465 347 0.236437 -0.122668 0.266364
141.872 426.422 0.143603 -0.146986 0.205491
165.448 424.715 0.166226 -0.144498 0.220251
171.665 398.458 0.171668 -0.13729 0.219814
188.835 419.354 0.188304 -0.141486 0.235535
152.949 378.169 0.153451 -0.132738 0.202896
234.538 324.554 0.229732 -0.116197 0.257446
206.902 324.635 0.203403 -0.117301 0.234803
223.991 302.983 0.219615 -0.110426 0.245814
178.625 323.967 0.176781 -0.118205 0.21266
210.792 283.308 0.207322 -0.106051 0.232871
86.6029 382.346 0.0892385 -0.134052 0.161038
102.699 399.701 0.105229 -0.13986 0.175026
127.22 388.302 0.128944 -0.136259 0.187598
121.459 414.622 0.123766 -0.144433 0.190207
131.293 361.032 0.132454 -0.128421 0.184489
188.758 274.832 0.186551 -0.105884 0.214505
171.503 296.14 0.169994 -0.111708 0.203412
165.395 269.334 0.164418 -0.105786 0.195509
153.099 316.765 0.152726 -0.116904 0.192333
141.872 267.578 0.141953 -0.105352 0.176776
86.6029 311.654 0.0892838 -0.113058 0.144061
83.0932 335.033 0.085742 -0.119664 0.147211
107.439 347.054 0.109368 -0.124161 0.165461
83.1361 358.991 0.0857237 -0.126807 0.153064
131.482 333.456 0.132375 -0.120985 0.179334
121.454 279.454 0.122566 -0.107077 0.162751
127.221 306.1 0.128217 -0.113875 0.171485
102.717 294.41 0.104788 -0.109484 0.151549
217.837 419.525 0.215493 -0.14086 0.257447
226.076 411.287 0.222971 -0.139194 0.262852
217.871 401.354 0.215027 -0.136709 0.254806
232.732 401.634 0.228935 -0.137124 0.26686
203.637 401.761 0.201753 -0.136862 0.243794
209.916 391.563 0.207355 -0.134373 0.247088
238.871 391.665 0.234464 -0.134855 0.27048
201.806 381.455 0.199536 -0.132019 0.239256
215.594 380.726 0.212417 -0.131695 0.249929
220.959 369.56 0.217239 -0.128849 0.252576
229.644 380.57 0.225587 -0.131751 0.261243
212.646 358.464 0.209237 -0.126046 0.24427
226.012 358.358 0.221842 -0.125878 0.255066
243.807 380.87 0.238933 -0.13219 0.273063
188.416 382.901 0.187038 -0.13271 0.229336
193.295 370.749 0.191321 -0.129553 0.231058
184.249 359.177 0.182589 -0.126888 0.222349
198.51 358.786 0.195963 -0.126413 0.233199
169.756 359.39 0.168967 -0.127345 0.211581
174.828 347.229 0.173514 -0.124128 0.213342
204.787 347.23 0.201665 -0.123295 0.236369
248.005 369.83 0.242809 -0.129279 0.275081
238.588 358.406 0.233768 -0.125906 0.265518
251.459 358.578 0.246057 -0.126132 0.276502
230.087 347.071 0.225582 -0.122759 0.256821
252.763 347 0.247288 -0.122705 0.276058
139.358 437.438 0.141056 -0.150548 0.206304
150.936 438.742 0.152204 -0.149789 0.213548
153.644 426.101 0.154934 -0.145904 0.21282
162.663 437.923 0.163523 -0.148284 0.220744
144.486 415.132 0.146057 -0.143463 0.20473
156.4 413.778 0.157468 -0.142263 0.212214
174.298 436.509 0.174688 -0.146703 0.228118
159.302 401.298 0.160007 -0.138696 0.211752
168.42 411.582 0.168878 -0.140851 0.219906
180.439 408.848 0.180183 -0.139429 0.227829
177.264 422.395 0.177433 -0.14296 0.22786
184.11 395.631 0.183318 -0.136006 0.228261
